Title,Release Date,Rating,Review,Recommendation
They/Them,2022,2.8,bad,Not Recommended
The Burning Sea,2022,4.9,bad,Not Recommended
Held,2021,5.4,average,Not Recommended
Laal Singh Chaddha,2022,5.9,average,Not Recommended
Destination Wedding,2018,6.9,average,Recommended
Scrooge: A Christmas Carol,2022,6.3,average,Not Recommended
Black Water: Abyss,2020,5.5,average,Not Recommended
Cheaper by the Dozen,2022,7.0,average,Recommended
Life of the Party,2018,5.0,average,Not Recommended
The Devil and Father Amorth,2018,6.0,average,Not Recommended
Samaritan,2022,5.8,average,Not Recommended
The Tomorrow War,2021,6.4,average,Not Recommended
Uncharted,2022,6.1,average,Not Recommended
Paws of Fury: The Legend of Hank,2022,4.8,bad,Not Recommended
The Pope's Exorcist,2023,5.7,average,Not Recommended
DogMan,2024,8.0,good,Recommended
There's Someone Inside Your House,2021,3.7,bad,Not Recommended
The Leisure Seeker,2018,6.8,average,Recommended
Wonder Park,2019,5.4,average,Not Recommended
Big George Foreman: The Miraculous Story of the Once and Future Heavyweight Champion of the World,2023,7.0,average,Recommended
Flower,2018,5.5,average,Not Recommended
The Prodigy,2019,5.3,average,Not Recommended
Pixie,2021,5.0,average,Not Recommended
The 15:17 to Paris,2018,4.8,bad,Not Recommended
The Rhythm Section,2020,4.1,bad,Not Recommended
Paint,2023,3.8,bad,Not Recommended
Lansky,2021,5.9,average,Not Recommended
Ghostbusters: Afterlife,2021,7.7,good,Recommended
Outside the Wire,2021,4.5,bad,Not Recommended
A Million Little Pieces,2019,5.3,average,Not Recommended
Sleeping Dogs,2024,6.2,average,Not Recommended
Red Joan,2019,5.0,average,Not Recommended
Angel Has Fallen,2019,6.0,average,Not Recommended
Seance,2021,5.8,average,Not Recommended
Rampage,2018,5.7,average,Not Recommended
Fisherman's Friends,2020,6.8,average,Recommended
Queenpins,2021,6.4,average,Not Recommended
Insidious: The Red Door,2023,5.0,average,Not Recommended
Willy's Wonderland,2021,7.3,average,Recommended
Cherry,2021,8.3,good,Recommended
Treasure,2024,8.2,good,Recommended
Mapplethorpe,2019,6.0,average,Not Recommended
Unicorn Store,2019,3.2,bad,Not Recommended
The Marksman,2021,5.7,average,Not Recommended
The Miracle Season,2018,7.6,good,Recommended
Then Came You,2019,7.4,average,Recommended
City of Lies,2021,6.8,average,Recommended
Dear Dictator,2018,4.7,bad,Not Recommended
Holidate,2020,5.4,average,Not Recommended
Pacific Rim: Uprising,2018,4.7,bad,Not Recommended
Heart of Stone,2023,4.8,bad,Not Recommended
Murder Mystery 2,2023,5.0,average,Not Recommended
Have a Good Trip: Adventures in Psychedelics,2020,6.4,average,Not Recommended
Hooking Up,2020,7.5,good,Recommended
12 Mighty Orphans,2021,6.8,average,Recommended
Brightburn,2019,7.2,average,Recommended
Pain Hustlers,2023,6.1,average,Not Recommended
Swimming with Men,2018,6.9,average,Recommended
The King's Man,2021,5.2,average,Not Recommended
Made in Italy,2020,5.9,average,Not Recommended
Foe,2023,5.6,average,Not Recommended
Ricky Stanicky,2024,5.8,average,Not Recommended
Voyagers,2021,4.9,bad,Not Recommended
Spinning Man,2018,5.9,average,Not Recommended
Mortal Engines,2018,6.0,average,Not Recommended
Where Hands Touch,2018,5.7,average,Not Recommended
Finestkind,2023,7.7,good,Recommended
Hot Summer Nights,2018,6.4,average,Not Recommended
End of the Road,2022,2.3,bad,Not Recommended
Resident Evil: Welcome to Raccoon City,2021,3.7,bad,Not Recommended
Rifkin's Festival,2022,6.4,average,Not Recommended
The Jesus Rolls,2020,4.0,bad,Not Recommended
The Night Clerk,2020,6.4,average,Not Recommended
Bloodshot,2020,5.2,average,Not Recommended
Night Swim,2024,3.0,bad,Not Recommended
Poker Face,2022,4.9,bad,Not Recommended
Hunter Killer,2018,6.3,average,Not Recommended
Peter Rabbit 2: The Runaway,2021,6.1,average,Not Recommended
Choose or Die,2022,3.7,bad,Not Recommended
Maggie Moore(s),2023,5.6,average,Not Recommended
Bob Marley: One Love,2024,4.8,bad,Not Recommended
Antebellum,2020,5.1,average,Not Recommended
The Girl in the Spider's Web,2018,4.9,bad,Not Recommended
Maleficent: Mistress of Evil,2019,6.3,average,Not Recommended
A Dog's Journey,2019,7.2,average,Recommended
The Strangers: Chapter 1,2024,4.6,bad,Not Recommended
Where the Crawdads Sing,2022,6.5,average,Recommended
Bleeding Steel,2018,5.3,average,Not Recommended
The Old Way,2023,5.2,average,Not Recommended
The Aftermath,2019,5.9,average,Not Recommended
Retribution,2023,4.3,bad,Not Recommended
Mother/Android,2021,4.1,bad,Not Recommended
Back to Black,2024,5.7,average,Not Recommended
The Takedown,2022,3.7,bad,Not Recommended
Dark Phoenix,2019,5.3,average,Not Recommended
The New Mutants,2020,4.3,bad,Not Recommended
Snake Eyes: G.I. Joe Origins,2021,4.7,bad,Not Recommended
To Catch a Killer,2023,5.8,average,Not Recommended
Glass,2019,6.5,average,Recommended
47 Meters Down: Uncaged,2019,4.2,bad,Not Recommended
The Art of Racing in the Rain,2019,7.2,average,Recommended
Old Dads,2023,6.5,average,Recommended
Unfrosted,2024,4.8,bad,Not Recommended
Trespassers,2019,5.4,average,Not Recommended
Stuber,2019,5.9,average,Not Recommended
Loving Pablo,2018,6.2,average,Not Recommended
Fatale,2020,4.9,bad,Not Recommended
Spree,2020,6.1,average,Not Recommended
Locked Down,2021,5.5,average,Not Recommended
Transformers: Rise of the Beasts,2023,5.4,average,Not Recommended
Robert the Bruce,2020,6.1,average,Not Recommended
South of Heaven,2021,4.2,bad,Not Recommended
Mafia Mamma,2023,4.3,bad,Not Recommended
Mister America,2019,8.2,good,Recommended
Aquaman And The Lost Kingdom,2023,5.2,average,Not Recommended
The Ice Road,2021,4.8,bad,Not Recommended
Books of Blood,2020,5.9,average,Not Recommended
Bad Samaritan,2018,6.3,average,Not Recommended
Wild Mountain Thyme,2020,5.5,average,Not Recommended
Ashes in the Snow,2019,5.6,average,Not Recommended
Running with the Devil,2019,5.2,average,Not Recommended
Papi Chulo,2019,6.5,average,Recommended
Maybe I Do,2023,3.4,bad,Not Recommended
The Immaculate Room,2022,3.4,bad,Not Recommended
Anna,2019,6.8,average,Recommended
A Journal for Jordan,2021,5.2,average,Not Recommended
Spinning Gold,2023,4.8,bad,Not Recommended
Almost Love,2020,5.2,average,Not Recommended
Breaking In,2018,3.9,bad,Not Recommended
Guns Akimbo,2020,6.1,average,Not Recommended
"Endings, Beginnings",2020,5.2,average,Not Recommended
Killerman,2019,5.9,average,Not Recommended
Persuasion,2022,4.0,bad,Not Recommended
Love Hard,2021,7.3,average,Recommended
A Little White Lie,2023,9.5,good,Recommended
Night Teeth,2021,6.4,average,Not Recommended
The Roads Not Taken,2020,3.5,bad,Not Recommended
Halloween Kills,2021,5.5,average,Not Recommended
The People We Hate at the Wedding,2022,5.0,average,Not Recommended
Deception,2022,8.8,good,Recommended
6 Underground,2019,5.6,average,Not Recommended
Black Adam,2022,6.8,average,Recommended
Created Equal: Clarence Thomas in His Own Words,2020,8.3,good,Recommended
A Dark Place,2019,6.3,average,Not Recommended
Arizona,2018,7.5,good,Recommended
Superintelligence,2020,8.5,good,Recommended
Marlowe,2023,5.3,average,Not Recommended
Love Wedding Repeat,2020,3.6,bad,Not Recommended
Crisis,2021,6.1,average,Not Recommended
Tom Clancy’s Without Remorse,2021,4.3,bad,Not Recommended
The Sonata,2020,8.0,good,Recommended
Moonfall,2022,4.5,bad,Not Recommended
Edie,2019,7.8,good,Recommended
Stage Mother,2020,7.5,good,Recommended
Finding You,2021,7.1,average,Recommended
The Curse of La Llorona,2019,4.5,bad,Not Recommended
Being Frank,2019,6.8,average,Recommended
Desperados,2020,6.8,average,Recommended
Padre Pio,2023,3.6,bad,Not Recommended
The Woman in the Window,2021,5.1,average,Not Recommended
Silk Road,2021,5.2,average,Not Recommended
I Still Believe,2020,6.0,average,Not Recommended
Miller's Girl,2024,5.0,average,Not Recommended
Super Troopers 2,2018,6.7,average,Recommended
Summer Camp,2024,8.5,good,Recommended
Easter Sunday,2022,3.2,bad,Not Recommended
The Unforgivable,2021,6.6,average,Recommended
Britney Vs. Spears,2021,6.8,average,Recommended
The Week Of,2018,4.7,bad,Not Recommended
Here Today,2021,5.8,average,Not Recommended
Bleeding Love,2024,0.3,bad,Not Recommended
Falling for Christmas,2022,5.4,average,Not Recommended
Come Away,2020,8.6,good,Recommended
Consecration,2023,5.2,average,Not Recommended
Fatman,2020,6.2,average,Not Recommended
An Acceptable Loss,2019,5.8,average,Not Recommended
Unhinged,2020,5.3,average,Not Recommended
65,2023,6.4,average,Not Recommended
The Goldfinch,2019,6.8,average,Recommended
Meg 2: The Trench,2023,4.8,bad,Not Recommended
Father Stu,2022,6.1,average,Not Recommended
Honeydew,2021,5.0,average,Not Recommended
Welcome To Marwen,2018,6.1,average,Not Recommended
Lift,2024,4.4,bad,Not Recommended
Domino,2019,5.6,average,Not Recommended
The 355,2022,4.0,bad,Not Recommended
Fourth of July,2022,7.0,average,Recommended
Spiral: From the Book of Saw,2021,5.8,average,Not Recommended
Space Cadet,2024,4.5,bad,Not Recommended
Slumberland,2022,6.2,average,Not Recommended
Tyler Perry's A Madea Family Funeral,2019,4.0,bad,Not Recommended
2067,2020,5.9,average,Not Recommended
About My Father,2023,4.1,bad,Not Recommended
Jexi,2019,4.2,bad,Not Recommended
The Family Plan,2023,5.5,average,Not Recommended
Founders Day,2024,2.5,bad,Not Recommended
The Nutcracker and the Four Realms,2018,4.8,bad,Not Recommended
The Boss Baby: Family Business,2021,5.2,average,Not Recommended
Zoe,2018,6.5,average,Recommended
The Greatest Beer Run Ever,2022,6.4,average,Not Recommended
The Exorcist: Believer,2023,3.3,bad,Not Recommended
The Darkest Minds,2018,5.7,average,Not Recommended
UglyDolls,2019,5.2,average,Not Recommended
The Kissing Booth 2,2020,3.3,bad,Not Recommended
Three Christs,2020,6.3,average,Not Recommended
Johnny English Strikes Again,2018,5.4,average,Not Recommended
Dear Evan Hansen,2021,5.3,average,Not Recommended
The Underdoggs,2024,3.9,bad,Not Recommended
Mother of the Bride,2024,4.0,bad,Not Recommended
All My Life,2020,7.1,average,Recommended
Unbroken: Path to Redemption,2018,4.4,bad,Not Recommended
Krystal,2018,5.5,average,Not Recommended
The Dirt,2019,6.8,average,Recommended
The Mystery of Marilyn Monroe: The Unheard Tapes,2022,4.5,bad,Not Recommended
Mile 22,2018,5.3,average,Not Recommended
Submergence,2018,4.2,bad,Not Recommended
Gemini Man,2019,5.4,average,Not Recommended
Men in Black: International,2019,4.2,bad,Not Recommended
Ghosts of War,2020,5.0,average,Not Recommended
Chaos Walking,2021,5.3,average,Not Recommended
Hillbilly Elegy,2020,7.7,good,Recommended
Vacation Friends 2,2023,3.8,bad,Not Recommended
The Stand In,2020,4.5,bad,Not Recommended
A Rainy Day in New York,2020,7.5,good,Recommended
The Golden Glove,2019,6.9,average,Recommended
America: The Motion Picture,2021,5.1,average,Not Recommended
Ode to Joy,2019,7.0,average,Recommended
The Curse of Bridge Hollow,2022,5.4,average,Not Recommended
Jurassic World Dominion,2022,4.9,bad,Not Recommended
Role Play,2024,4.4,bad,Not Recommended
Midnight Sun,2018,5.7,average,Not Recommended
Murder Mystery,2019,5.4,average,Not Recommended
The Addams Family 2,2021,4.0,bad,Not Recommended
Paranormal Activity: Next of Kin,2021,6.1,average,Not Recommended
Family Switch,2023,8.5,good,Recommended
Traffik,2018,4.3,bad,Not Recommended
The Professor,2019,7.8,good,Recommended
Atlas,2024,4.9,bad,Not Recommended
Trigger Warning,2024,3.5,bad,Not Recommended
Red Notice,2021,5.8,average,Not Recommended
The Cloverfield Paradox,2018,5.3,average,Not Recommended
The Possession of Hannah Grace,2018,4.9,bad,Not Recommended
The Out-Laws,2023,4.0,bad,Not Recommended
Mainstream,2021,4.5,bad,Not Recommended
He's All That,2021,2.9,bad,Not Recommended
Damascus Cover,2018,6.6,average,Recommended
My Spy: The Eternal City,2024,4.5,bad,Not Recommended
Sherlock Gnomes,2018,4.4,bad,Not Recommended
The Unholy,2021,4.7,bad,Not Recommended
Space Jam: A New Legacy,2021,3.4,bad,Not Recommended
Poms,2019,6.4,average,Not Recommended
Forever My Girl,2018,6.1,average,Not Recommended
Lucy in the Sky,2019,4.4,bad,Not Recommended
Sound of Freedom,2023,7.6,good,Recommended
Action Point,2018,4.2,bad,Not Recommended
The Kissing Booth 3,2021,2.7,bad,Not Recommended
Naked Singularity,2021,3.9,bad,Not Recommended
Tarot,2024,4.6,bad,Not Recommended
Kin,2018,4.9,bad,Not Recommended
Blumhouse's Truth or Dare,2018,4.2,bad,Not Recommended
Knights of the Zodiac,2023,3.2,bad,Not Recommended
My Big Fat Greek Wedding 3,2023,4.2,bad,Not Recommended
Mute,2018,5.2,average,Not Recommended
Genie,2023,4.9,bad,Not Recommended
Awake,2021,5.0,average,Not Recommended
Venom,2018,5.5,average,Not Recommended
Home Sweet Home Alone,2021,1.7,bad,Not Recommended
Argylle,2024,3.6,bad,Not Recommended
The Hustle,2019,3.9,bad,Not Recommended
One True Loves,2023,2.3,bad,Not Recommended
Morbius,2022,6.6,average,Recommended
The Hurricane Heist,2018,4.4,bad,Not Recommended
Patrick,2019,6.3,average,Not Recommended
The Desperate Hour,2022,4.3,bad,Not Recommended
Proud Mary,2018,4.6,bad,Not Recommended
The Last Thing He Wanted,2020,3.3,bad,Not Recommended
Rebel Moon Part 2: The Scargiver,2024,4.5,bad,Not Recommended
The Binge,2020,2.9,bad,Not Recommended
Harold and the Purple Crayon,2024,3.7,bad,Not Recommended
A Fall from Grace,2020,4.9,bad,Not Recommended
The War with Grandpa,2020,5.3,average,Not Recommended
"Berlin, I Love You",2019,1.6,bad,Not Recommended
Ghosted,2023,4.5,bad,Not Recommended
Vanguard,2020,9.3,good,Recommended
Thunder Force,2021,3.1,bad,Not Recommended
The Man from Toronto,2022,4.8,bad,Not Recommended
Imaginary,2024,5.0,average,Not Recommended
Texas Chainsaw Massacre,2022,4.3,bad,Not Recommended
Yakuza Princess,2021,4.1,bad,Not Recommended
Kings,2018,3.4,bad,Not Recommended
Irreplaceable You,2018,5.1,average,Not Recommended
Secret Society of Second Born Royals,2020,3.4,bad,Not Recommended
American Son,2019,6.3,average,Not Recommended
Fatal Affair,2020,2.6,bad,Not Recommended
Looking Glass,2018,5.0,average,Not Recommended
American Renegades,2018,4.4,bad,Not Recommended
Five Nights at Freddy's,2023,7.9,good,Recommended
The Wrong Missy,2020,4.7,bad,Not Recommended
Like a Boss,2020,3.4,bad,Not Recommended
God's Not Dead: A Light in Darkness,2018,3.6,bad,Not Recommended
Euphoria,2019,5.5,average,Not Recommended
Redeeming Love,2022,4.3,bad,Not Recommended
Primal,2019,4.1,bad,Not Recommended
Cats,2019,5.2,average,Not Recommended
Every Breath You Take,2021,5.1,average,Not Recommended
Love Again,2023,5.2,average,Not Recommended
The Secret: Dare to Dream,2020,9.5,good,Recommended
The Kindness of Strangers,2020,9.1,good,Recommended
Tyler Perry's Acrimony,2018,9.1,good,Recommended
The Hitman's Wife's Bodyguard,2021,7.4,average,Recommended
A Week Away,2021,9.6,good,Recommended
I Still See You,2018,7.4,average,Recommended
The King's Daughter,2022,6.7,average,Recommended
Fifty Shades Freed,2018,5.1,average,Not Recommended
Rebel Moon Part 1: A Child of Fire,2023,5.4,average,Not Recommended
Countdown,2019,6.8,average,Recommended
Show Dogs,2018,7.7,good,Recommended
God Is a Bullet,2023,9.3,good,Recommended
The Garfield Movie,2024,4.7,bad,Not Recommended
Pet Sematary: Bloodlines,2023,9.4,good,Recommended
Night Hunter,2019,4.9,bad,Not Recommended
The Starling,2021,9.5,good,Recommended
Corporate Animals,2019,9.3,good,Recommended
Artemis Fowl,2020,3.4,bad,Not Recommended
Half Brothers,2020,8.3,good,Recommended
Phil,2019,9.5,good,Recommended
Expend4bles,2023,8.9,good,Recommended
Basmati Blues,2018,7.1,average,Recommended
Blue Iguana,2018,9.6,good,Recommended
The School for Good and Evil,2022,7.9,good,Recommended
Slender Man,2018,3.8,bad,Not Recommended
Big Gold Brick,2022,9.4,good,Recommended
I Can Only Imagine,2018,9.2,good,Recommended
After,2019,9.9,good,Recommended
A.X.L.,2018,9.1,good,Recommended
Peppermint,2018,5.7,average,Not Recommended
Brahms: The Boy II,2020,9.1,good,Recommended
The Red Sea Diving Resort,2019,9.4,good,Recommended
Force of Nature,2020,7.6,good,Recommended
Poolman,2024,9.5,good,Recommended
Diana: The Musical,2021,7.8,good,Recommended
Infinite,2021,7.9,good,Recommended
Zeroville,2019,9.3,good,Recommended
The Death and Life of John F. Donovan,2019,6.9,average,Recommended
Mother Schmuckers,2022,9.3,good,Recommended
The Aspern Papers,2019,9.0,good,Recommended
Winchester,2018,5.7,average,Not Recommended
Jiu Jitsu,2020,4.8,bad,Not Recommended
Fool's Paradise,2023,5.3,average,Not Recommended
The Happytime Murders,2018,4.6,bad,Not Recommended
Blacklight,2022,3.8,bad,Not Recommended
Winnie-the-Pooh: Blood and Honey 2,2024,6.3,average,Not Recommended
The Warrior Queen of Jhansi,2019,9.5,good,Recommended
Terminal,2018,5.1,average,Not Recommended
Assassin Club,2023,7.3,average,Recommended
Songbird,2020,5.6,average,Not Recommended
Dolittle,2020,5.5,average,Not Recommended
Madame Web,2024,3.7,bad,Not Recommended
Hell Fest,2018,8.4,good,Recommended
Blithe Spirit,2021,5.7,average,Not Recommended
Stratton,2018,4.9,bad,Not Recommended
Freelance,2023,5.0,average,Not Recommended
Rambo: Last Blood,2019,7.5,good,Recommended
The Misfits,2021,7.0,average,Recommended
Playmobil: The Movie,2019,3.2,bad,Not Recommended
Me Time,2022,3.6,bad,Not Recommended
Cold Blood,2019,5.5,average,Not Recommended
Gotti,2018,5.6,average,Not Recommended
Breaking News in Yuba County,2021,8.6,good,Recommended
American Skin,2021,8.2,good,Recommended
Dark Crimes,2018,4.9,bad,Not Recommended
Midnight in the Switchgrass,2021,2.4,bad,Not Recommended
The Virtuoso,2021,4.2,bad,Not Recommended
Vanquish,2021,2.3,bad,Not Recommended
Children of the Corn,2023,5.5,average,Not Recommended
The Tax Collector,2020,8.3,good,Recommended
Blumhouse's Fantasy Island,2020,4.5,bad,Not Recommended
211,2018,3.3,bad,Not Recommended
The Clapper,2018,7.6,good,Recommended
Asking for It,2022,4.4,bad,Not Recommended
Reprisal,2018,9.0,good,Recommended
Polar,2019,6.4,average,Not Recommended
The Vanishing Of Sidney Hall,2018,7.0,average,Recommended
The Fanatic,2019,7.3,average,Recommended
Winnie-the-Pooh: Blood and Honey,2023,6.0,average,Not Recommended
London Fields,2018,4.9,bad,Not Recommended
The Last Days of American Crime,2020,7.1,average,Recommended
Unplanned,2019,8.7,good,Recommended
The Haunting of Sharon Tate,2019,3.1,bad,Not Recommended
Death of a Nation,2018,4.3,bad,Not Recommended
